Tournament,Player_Name,Team,Nationality,DOB,Right_Arm_Bowl,Right_Handed_Bat,Bowling_Style,Matched
T20 World Cup,John Mooney,Ireland,Irish,1982-02-10,False,False,,True
T20 World Cup,Kevin O'Brien,Ireland,Irish,1984-03-04,True,True,MEDIUM_SEAM,True
T20 World Cup,Paul Stirling,Ireland,Irish,1990-09-03,True,True,OFF_SPIN,True
T20 World Cup,Andrew White,Ireland,Irish,1980-07-03,False,True,,True
T20 World Cup,Peter Connell,Ireland,,,,,,False
T20 World Cup,Alex Cusack,Ireland,Irish,1980-10-29,False,True,,True
T20 World Cup,Trent Johnston,Ireland,Irish,1974-04-29,False,True,,True
T20 World Cup,Boyd Rankin,Ireland,Irish,1984-07-05,True,False,FAST_SEAM,True
T20 World Cup,Regan West,Ireland,,,,,,False
T20 World Cup,Jeremy Bray,Ireland,Australian,1973-11-30,False,True,,True
T20 World Cup,George Dockrell,Ireland,Irish,1992-07-22,False,True,ORTHODOX,True
T20 World Cup,Nigel Jones,Ireland,,,,,,False
T20 World Cup,Gary Kidd,Ireland,,,,,,False
T20 World Cup,Ed Joyce,Ireland,Irish,1978-09-22,False,False,,True
T20 World Cup,Tim Murtagh,Ireland,Irish,1981-08-02,False,False,,True
T20 World Cup,Max Sorensen,Ireland,Irish,1985-11-18,False,True,,True
T20 World Cup,Stuart Thompson,Ireland,Irish,1991-08-15,True,False,MEDIUM_SEAM,True
T20 World Cup,Andrew Poynter,Ireland,,,,,,False
T20 World Cup,James Shannon,Ireland,,,,,,False
T20 World Cup,Andy McBrine,Ireland,Irish,1993-04-30,True,True,OFF_SPIN,True
T20 World Cup,Craig Young,Ireland,Irish,1990-04-04,True,True,FAST_SEAM,True
T20 World Cup,Andy Balbirnie,Ireland,,,True,True,,True
T20 World Cup,Stuart Poynter,Ireland,Irish,1990-10-18,False,True,,True
T20 World Cup,Neil Rock,Ireland,,2000-09-24,,False,,True
T20 World Cup,Harry Tector,Ireland,Irish,1999-11-06,False,True,,True
T20 World Cup,Lorcan Tucker,Ireland,Irish,1996-09-10,True,True,,True
T20 World Cup,Mark Adair,Ireland,Irish,1996-03-27,True,True,FAST_SEAM,True
T20 World Cup,Curtis Campher,Ireland,Irish,1999-04-20,True,True,MEDIUM_SEAM,True
T20 World Cup,Gareth Delany,Ireland,Irish,1997-04-28,True,True,LEG_SPIN,True
T20 World Cup,Simi Singh,Ireland,Irish,1987-02-04,True,True,OFF_SPIN,True
T20 World Cup,Josh Little,Ireland,Irish,1999-11-01,False,True,FAST_SEAM,True
T20 World Cup,Ben White,Ireland,,1998-08-29,,True,Right-arm leg break,True
T20 World Cup,Stephen Doheny,Ireland,,,,,,False
T20 World Cup,Fionn Hand,Ireland,,,,,,False
T20 World Cup,Graham Hume,Ireland,,1990-11-23,,False,Right-arm medium fast,True
T20 World Cup,Barry McCarthy,Ireland,Irish,1992-09-13,True,True,MEDIUM_SEAM,True
T20 World Cup,Conor Olphert,Ireland,,,,,,False
T20 World Cup,Ross Adair,Ireland,,1994-04-21,,True,,True
T20 World Cup,Stephan Baard,Namibia,Namibian,1992-04-29,True,True,MEDIUM_SEAM,True
T20 World Cup,Karl Birkenstock,Namibia,Namibian,1996-03-27,True,False,FAST_SEAM,True
T20 World Cup,Michau du Preez,Namibia,Namibian,1996-01-03,True,True,,True
T20 World Cup,Zane Green,Namibia,Namibian,1996-10-11,False,False,,True
T20 World Cup,Craig Williams,Namibia,Namibian,1984-02-25,True,True,MEDIUM_SEAM,True
T20 World Cup,Pikky Ya France,Namibia,Namibian,1990-04-23,True,True,OFF_SPIN,True
T20 World Cup,Gerhard Erasmus,Namibia,Namibian,1995-04-11,True,True,OFF_SPIN,True
T20 World Cup,JJ Smit,Namibia,Namibian,1995-11-10,False,True,MEDIUM_SEAM,True
T20 World Cup,Jan Frylinck,Namibia,Namibian,1994-04-06,False,False,FAST_SEAM,True
T20 World Cup,Jan Nicol Loftie-Eaton,Namibia,,,,,,False
T20 World Cup,Michael van Lingen,Namibia,Namibian,1997-10-24,False,False,MEDIUM_SEAM,True
T20 World Cup,David Wiese,Namibia,Namibian,1985-05-18,True,True,MEDIUM_SEAM,True
T20 World Cup,Bernard Scholtz,Namibia,Namibian,1990-10-03,False,True,ORTHODOX,True
T20 World Cup,Ben Shikongo,Namibia,Namibian,2000-05-08,True,True,,True
T20 World Cup,Ruben Trumpelmann,Namibia,Namibian,1998-02-01,False,True,FAST_SEAM,True
T20 World Cup,Divan la Cock,Namibia,,,,,,False
T20 World Cup,Lo-handre Louwrens,Namibia,,,,,,False
T20 World Cup,Tangeni Lungameni,Namibia,,1992-04-17,,False,Left-arm medium,True
T20 World Cup,Nikolaas Davin,Namibia,,,,,,False
T20 World Cup,JP Kotze,Namibia,Namibian,1994-04-23,False,False,,True
T20 World Cup,Malan Kruger,Namibia,,1995-08-12,,True,,True
T20 World Cup,Dylan Leicher,Namibia,,2004-03-03,,True,Right-arm medium,True
T20 World Cup,Peter-Daniel Blignaut,Namibia,,2005-10-21,,True,Slow left-arm orthodox,True
T20 World Cup,Jack Brassell,Namibia,,2005-03-31,,True,Right-arm medium,True
T20 World Cup,Pradeep Airee,Nepal,Nepalese,1992-09-01,False,True,,True
T20 World Cup,Binod Bhandari,Nepal,Nepalese,1990-01-25,True,True,,True
T20 World Cup,Naresh Budayair,Nepal,,,,,,False
T20 World Cup,Subash Khakurel,Nepal,Nepalese,1993-04-07,True,True,,True
T20 World Cup,Gyanendra Malla,Nepal,Nepalese,1990-09-16,True,True,,True
T20 World Cup,Anil Mandal,Nepal,,,,,,False
T20 World Cup,Sagar Pun,Nepal,Nepalese,1993-03-01,False,True,,True
T20 World Cup,Sharad Vesawkar,Nepal,Nepalese,1988-10-06,True,True,OFF_SPIN,True
T20 World Cup,Paras Khadka,Nepal,Nepalese,1987-10-24,True,True,MEDIUM_SEAM,True
T20 World Cup,Sompal Kami,Nepal,Nepalese,1996-02-02,False,True,,True
T20 World Cup,Amrit Bhattarai,Nepal,,,,,,False
T20 World Cup,Shakti Gauchan,Nepal,Nepalese,1984-04-22,False,True,,True
T20 World Cup,Jitendra Mukhiya,Nepal,,,,,,False
T20 World Cup,Basant Regmi,Nepal,Nepalese,1986-04-06,False,False,,True
T20 World Cup,Rahul Vishwakarma,Nepal,,,,,,False
T20 World Cup,Aasif Sheikh,Nepal,NP,2001-01-22,True,True,,True
T20 World Cup,Dipendra Singh Airee,Nepal,Nepalese,2000-01-24,True,True,MEDIUM_SEAM,True
T20 World Cup,Kushal Bhurtel,Nepal,NP,1997-01-22,True,True,MEDIUM_SEAM,True
T20 World Cup,Sundeep Jora,Nepal,Nepalese,2001-10-20,True,True,,True
T20 World Cup,Anil Sah,Nepal,Nepalese,1998-11-17,True,True,OFF_SPIN,True
T20 World Cup,Rohit Paudel,Nepal,Nepalese,2002-09-02,True,True,MEDIUM_SEAM,True
T20 World Cup,Gulsan Jha,Nepal,,,True,False,,True
T20 World Cup,Karan KC,Nepal,Nepalese,1991-10-10,True,True,FAST_SEAM,True
T20 World Cup,Kushal Malla,Nepal,Nepalese,2004-03-05,False,False,ORTHODOX,True
T20 World Cup,Kamal Airee,Nepal,,,,,,False
T20 World Cup,Abinash Bohara,Nepal,Nepalese,1997-07-30,True,True,MEDIUM_SEAM,True
T20 World Cup,Sagar Dhakal,Nepal,,2001-12-14,False,True,,True
T20 World Cup,Sandeep Lamichhane,Nepal,Nepalese,2000-08-14,True,True,LEG_SPIN,True
T20 World Cup,Lalit Rajbanshi,Nepal,Nepalese,1999-02-27,False,True,ORTHODOX,True
T20 World Cup,Jeroen Smits,Netherlands,Dutch,1972-06-21,False,True,,True
T20 World Cup,Tom de Grooth,Netherlands,Dutch,1979-05-14,False,True,,True
T20 World Cup,Tim Gruijters,Netherlands,,,,,,False
T20 World Cup,Alexei Kervezee,Netherlands,Namibian,1989-09-11,False,True,,True
T20 World Cup,Darron Reekers,Netherlands,New Zealander,1973-05-26,False,True,,True
T20 World Cup,Eric Szwarczynski,Netherlands,Dutch,1983-02-13,False,True,,True
T20 World Cup,Bas Zuiderent,Netherlands,,,,,,False
T20 World Cup,Peter Borren,Netherlands,Dutch,1983-08-21,False,True,,True
T20 World Cup,Mudassar Bukhari,Netherlands,Dutch,1983-12-26,False,True,,True
T20 World Cup,Pieter Seelaar,Netherlands,Dutch,1987-07-02,False,True,,True
T20 World Cup,Ryan ten Doeschate,Netherlands,Dutch,1980-06-30,False,False,,True
T20 World Cup,Daan van Bunge,Netherlands,Dutch,1982-10-19,False,True,,True
T20 World Cup,Maurits Jonkman,Netherlands,,,,,,False
T20 World Cup,Edgar Schiferli,Netherlands,Dutch,1976-05-17,False,True,,True
T20 World Cup,Wesley Barresi,Netherlands,Dutch,1984-05-03,False,True,,True
T20 World Cup,Tom Cooper,Netherlands,Australian,1986-11-26,False,True,,True
T20 World Cup,Ben Cooper,Netherlands,Dutch,1992-02-10,False,False,,True
T20 World Cup,Tom Heggelman,Netherlands,,,,,,False
T20 World Cup,Stephan Myburgh,Netherlands,Dutch,1984-02-28,False,False,,True
T20 World Cup,Michael Swart,Netherlands,Dutch,1982-10-01,False,True,,True
T20 World Cup,Michael Rippon,Netherlands,Dutch,1991-09-14,False,True,,True
T20 World Cup,Ahsan Malik,Netherlands,Dutch,1989-08-28,False,True,,True
T20 World Cup,Vivian Kingma,Netherlands,Dutch,1994-10-23,False,True,,True
T20 World Cup,Logan van Beek,Netherlands,Dutch,1990-09-07,False,True,,True
T20 World Cup,Timm van der Gugten,Netherlands,Dutch,1991-02-25,False,True,,True
T20 World Cup,Max O'Dowd,Netherlands,Dutch,1994-03-04,True,True,OFF_SPIN,True
T20 World Cup,Roelof van der Merwe,Netherlands,Dutch,1984-12-31,False,True,,True
T20 World Cup,Paul van Meekeren,Netherlands,Dutch,1989-08-29,False,True,,True
T20 World Cup,Scott Edwards,Netherlands,Dutch,1996-08-23,False,True,,True
T20 World Cup,Colin Ackermann,Netherlands,Dutch,1991-04-04,True,True,,True
T20 World Cup,Bas de Leede,Netherlands,Dutch,1999-11-15,True,True,MEDIUM_SEAM,True
T20 World Cup,Philippe Boissevain,Netherlands,Dutch,2000-10-18,True,True,LEG_SPIN,True
T20 World Cup,Brandon Glover,Netherlands,Dutch,1997-04-03,True,True,FAST_SEAM,True
T20 World Cup,Fred Klaassen,Netherlands,Dutch,1992-11-13,False,True,MEDIUM_SEAM,True
T20 World Cup,Vikramjit Singh,Netherlands,,2003-01-09,,False,Right-arm medium,True
T20 World Cup,Teja Nidamanuru,Netherlands,,1994-08-22,,True,Right-arm off break,True
T20 World Cup,Tim Pringle,Netherlands,,2002-08-29,,True,Slow left-arm orthodox,True
T20 World Cup,Shariz Ahmad,Netherlands,,,,,,False
T20 World Cup,Michael Levitt,Netherlands,,2003-06-19,,True,Right-arm medium,True
T20 World Cup,Sybrand Engelbrecht,Netherlands,,1988-09-15,,True,Right-arm off break,True
T20 World Cup,Saqib Zulfiqar,Netherlands,Dutch,1997-03-28,False,True,ORTHODOX,True
T20 World Cup,Aryan Dutt,Netherlands,Dutch,2003-05-12,True,True,OFF_SPIN,True
T20 World Cup,Kyle Klein,Netherlands,,2001-07-03,,True,Right-arm medium fast,True
T20 World Cup,Peter Fulton,New Zealand,New Zealander,1979-02-01,False,True,,True
T20 World Cup,Gareth Hopkins,New Zealand,,,,,,False
T20 World Cup,Brendon McCullum,New Zealand,New Zealander,1981-09-27,True,True,MEDIUM_SEAM,True
T20 World Cup,Craig McMillan,New Zealand,New Zealander,1976-09-13,True,True,MEDIUM_SEAM,True
T20 World Cup,Ross Taylor,New Zealand,New Zealander,1984-03-08,True,True,OFF_SPIN,True
T20 World Cup,Lou Vincent,New Zealand,New Zealander,1978-11-11,False,True,,True
T20 World Cup,Daniel Vettori,New Zealand,New Zealander,1979-01-27,False,False,ORTHODOX,True
T20 World Cup,Jacob Oram,New Zealand,New Zealander,1978-07-28,True,False,FAST_SEAM,True
T20 World Cup,Scott Styris,New Zealand,New Zealander,1975-07-10,True,True,MEDIUM_SEAM,True
T20 World Cup,Shane Bond,New Zealand,New Zealander,1975-06-07,True,True,FAST_SEAM,True
T20 World Cup,Mark Gillespie,New Zealand,New Zealander,1979-10-17,False,True,,True
T20 World Cup,Chris Martin,New Zealand,,,,,,False
T20 World Cup,Nathan McCullum,New Zealand,New Zealander,1980-09-01,False,True,,True
T20 World Cup,Jeetan Patel,New Zealand,New Zealander,1980-05-07,False,True,,True
T20 World Cup,Bradley Scott,New Zealand,,,,,,False
T20 World Cup,Neil Broom,New Zealand,New Zealander,1983-11-20,False,True,,True
T20 World Cup,Brendon Diamanti,New Zealand,,,,,,False
T20 World Cup,Martin Guptill,New Zealand,New Zealander,1986-09-30,True,True,OFF_SPIN,True
T20 World Cup,Peter McGlashan,New Zealand,,,,,,False
T20 World Cup,Aaron Redmond,New Zealand,,,,,,False
T20 World Cup,James Franklin,New Zealand,New Zealander,1980-11-07,False,True,,True
T20 World Cup,Ian Butler,New Zealand,,,,,,False
T20 World Cup,Kyle Mills,New Zealand,New Zealander,1979-03-15,True,True,FAST_SEAM,True
T20 World Cup,Iain O'Brien,New Zealand,,,,,,False
T20 World Cup,Rob Nicol,New Zealand,New Zealander,1983-05-28,False,True,,True
T20 World Cup,Jesse Ryder,New Zealand,New Zealander,1984-08-06,False,False,,True
T20 World Cup,Tim Southee,New Zealand,New Zealander,1988-12-11,True,True,MEDIUM_SEAM,True
T20 World Cup,BJ Watling,New Zealand,New Zealander,1985-07-09,True,True,,True
T20 World Cup,Kane Williamson,New Zealand,New Zealander,1990-08-08,True,True,OFF_SPIN,True
T20 World Cup,Doug Bracewell,New Zealand,New Zealander,1990-09-28,False,False,,True
T20 World Cup,Ronnie Hira,New Zealand,,,,,,False
T20 World Cup,Adam Milne,New Zealand,New Zealander,1992-04-13,True,True,FAST_SEAM,True
T20 World Cup,Anton Devcich,New Zealand,New Zealander,1985-09-26,False,False,,True
T20 World Cup,Colin Munro,New Zealand,New Zealander,1987-03-11,True,False,MEDIUM_SEAM,True
T20 World Cup,Luke Ronchi,New Zealand,New Zealander,1981-04-23,False,True,,True
T20 World Cup,Corey Anderson,New Zealand,New Zealander,1990-12-13,False,False,,True
T20 World Cup,James Neesham,New Zealand,,1990-09-17,,False,Right-arm medium fast,True
T20 World Cup,Trent Boult,New Zealand,New Zealander,1989-07-22,False,True,FAST_SEAM,True
T20 World Cup,Mitchell McClenaghan,New Zealand,New Zealander,1986-06-11,False,False,,True
T20 World Cup,Henry Nicholls,New Zealand,New Zealander,1991-11-15,True,False,OFF_SPIN,True
T20 World Cup,Grant Elliott,New Zealand,New Zealander,1979-03-21,False,True,,True
T20 World Cup,Mitchell Santner,New Zealand,New Zealander,1992-02-05,False,False,ORTHODOX,True
T20 World Cup,Ish Sodhi,New Zealand,New Zealander,1992-10-31,True,True,LEG_SPIN,True
T20 World Cup,Devon Conway,New Zealand,New Zealander,1991-07-08,True,False,MEDIUM_SEAM,True
T20 World Cup,Tim Seifert,New Zealand,New Zealander,1994-12-14,False,True,,True
T20 World Cup,Daryl Mitchell,New Zealand,English,1983-11-25,True,True,MEDIUM_SEAM,True
T20 World Cup,Glenn Phillips,New Zealand,,1996-12-06,,True,Right-arm off spin,True
T20 World Cup,Todd Astle,New Zealand,New Zealander,1986-09-24,True,True,LEG_SPIN,True
T20 World Cup,Kyle Jamieson,New Zealand,New Zealander,1994-12-30,True,True,MEDIUM_SEAM,True
T20 World Cup,Finn Allen,New Zealand,,1999-04-22,,True,Right-arm off spin,True
T20 World Cup,Michael Bracewell,New Zealand,,1991-02-14,,False,Right-arm off spin,True
T20 World Cup,Lockie Ferguson,New Zealand,New Zealander,1991-06-13,True,True,FAST_SEAM,True
T20 World Cup,Rachin Ravindra,New Zealand,,1999-11-18,,False,Slow left-arm orthodox,True
T20 World Cup,Matt Henry,New Zealand,New Zealander,1991-12-14,True,True,FAST_SEAM,True
T20 World Cup,Sultan Ahmed,Oman,Omani,1977-06-18,False,True,,True
T20 World Cup,Aamir Kaleem,Oman,Omani,1981-11-20,False,False,ORTHODOX,True
T20 World Cup,Amir Ali,Oman,,,,,,False
T20 World Cup,Jatinder Singh,Oman,Omani,1989-03-05,True,True,OFF_SPIN,True
T20 World Cup,Khawar Ali,Oman,Omani,1985-12-20,True,True,LEG_SPIN,True
T20 World Cup,Mehran Khan,Oman,,1987-04-13,,True,Right-arm medium fast,True
T20 World Cup,Vaibhav Wategaonkar,Oman,,,,,,False
T20 World Cup,Zeeshan Maqsood,Oman,Omani,1987-10-24,False,False,ORTHODOX,True
T20 World Cup,Zeeshan Siddiqui,Oman,,,,,,False
T20 World Cup,Ajay Lalcheta,Oman,Omani,1983-10-22,False,False,ORTHODOX,True
T20 World Cup,Munis Ansari,Oman,,,,,,False
T20 World Cup,Bilal Khan,Oman,Pakistani,1987-04-10,False,True,,True
T20 World Cup,Rajeshkumar Ranpura,Oman,,,,,,False
T20 World Cup,Sufyan Mehmood,Oman,,,True,False,,True
T20 World Cup,Adnan Ilyas,Oman,,,,,,False
T20 World Cup,Aqib Ilyas,Oman,Omani,1992-09-05,True,True,OFF_SPIN,True
T20 World Cup,Naseem Khushi,Oman,Omani,1982-08-11,True,True,,True
T20 World Cup,Kashyap Prajapati,Oman,,1995-10-11,True,True,,True
T20 World Cup,Suraj Kumar,Oman,Omani,1988-11-29,True,True,,True
T20 World Cup,Ayaan Khan,Oman,,,True,False,,True
T20 World Cup,Mohammad Nadeem,Oman,Omani,1982-09-04,True,True,MEDIUM_SEAM,True
T20 World Cup,Sandeep Goud,Oman,Omani,1991-11-08,True,True,MEDIUM_SEAM,True
T20 World Cup,Nestor Dhamba,Oman,,,,,,False
T20 World Cup,Fayyaz Butt,Oman,Omani,1993-08-17,True,True,MEDIUM_SEAM,True
T20 World Cup,Kaleemullah,Oman,Omani,1990-12-24,True,True,MEDIUM_SEAM,True
T20 World Cup,Pratik Athavale,Oman,,1997-04-20,,True,Right-arm off break,True
T20 World Cup,Khalid Kail,Oman,,1996-10-13,,True,,True
T20 World Cup,Shoaib Khan,Oman,,,True,True,,True
T20 World Cup,Rafiullah,Oman,,1996-08-16,,True,Right-arm medium,True
T20 World Cup,Shakeel Ahmed,Oman,,1988-02-04,,False,Slow left-arm orthodox,True
T20 World Cup,Fawad Alam,Pakistan,Pakistani,1985-10-08,False,False,,True
T20 World Cup,Imran Nazir,Pakistan,Pakistani,1981-12-16,False,True,,True
T20 World Cup,Kamran Akmal,Pakistan,Pakistani,1982-01-13,False,True,,True
T20 World Cup,Misbah-ul-Haq,Pakistan,Pakistani,1974-05-28,True,True,LEG_SPIN,True
T20 World Cup,Salman Butt,Pakistan,,,,,,False
T20 World Cup,Younis Khan,Pakistan,Pakistani,1977-11-29,True,True,MEDIUM_SEAM,True
T20 World Cup,Shoaib Malik,Pakistan,Pakistani,1982-02-01,True,True,OFF_SPIN,True
T20 World Cup,Mohammad Hafeez,Pakistan,Pakistani,1980-10-17,True,True,OFF_SPIN,True
T20 World Cup,Shahid Afridi,Pakistan,Pakistani,1980-03-01,True,True,LEG_SPIN,True
T20 World Cup,Yasir Arafat,Pakistan,,,,,,False
T20 World Cup,Abdur Rehman,Pakistan,Pakistani,1980-03-01,False,False,,True
T20 World Cup,Iftikhar Anjum,Pakistan,,,,,,False
T20 World Cup,Mohammad Asif,Pakistan,,2012-04-30,False,True,,True
T20 World Cup,Sohail Tanvir,Pakistan,Pakistani,1984-12-12,False,True,,True
T20 World Cup,Umar Gul,Pakistan,Pakistani,1984-04-14,True,True,FAST_SEAM,True
T20 World Cup,Ahmed Shehzad,Pakistan,Pakistani,1991-11-23,False,True,,True
T20 World Cup,Shahzaib Hasan,Pakistan,,,,,,False
T20 World Cup,Abdul Razzaq,Pakistan,Pakistani,1979-12-02,True,True,FAST_SEAM,True
T20 World Cup,Mohammad Amir,Pakistan,Pakistani,1992-04-13,False,False,FAST_SEAM,True
T20 World Cup,Saeed Ajmal,Pakistan,Pakistani,1977-10-14,True,True,OFF_SPIN,True
T20 World Cup,Hammad Azam,Pakistan,Pakistani,1991-03-16,False,True,,True
T20 World Cup,Khalid Latif,Pakistan,,,,,,False
T20 World Cup,Umar Akmal,Pakistan,Pakistani,1990-05-26,True,True,OFF_SPIN,True
T20 World Cup,Mohammad Sami,Pakistan,Pakistani,1981-02-24,False,True,,True
T20 World Cup,Asad Shafiq,Pakistan,Pakistani,1986-01-28,True,True,OFF_SPIN,True
T20 World Cup,Nasir Jamshed,Pakistan,Pakistani,1989-12-06,False,False,,True
T20 World Cup,Raza Hasan,Pakistan,Pakistani,1974-12-19,False,True,,True
T20 World Cup,Sharjeel Khan,Pakistan,Pakistani,1989-08-14,False,False,,True
T20 World Cup,Sohaib Maqsood,Pakistan,Pakistani,1987-04-15,False,True,,True
T20 World Cup,Bilawal Bhatti,Pakistan,Pakistani,1991-09-17,False,True,,True
T20 World Cup,Junaid Khan,Pakistan,Pakistani,1989-12-24,False,True,FAST_SEAM,True
T20 World Cup,Mohammad Talha,Pakistan,Pakistani,1988-10-15,False,True,,True
T20 World Cup,Zulfiqar Babar,Pakistan,Pakistani,1978-12-10,False,True,,True
T20 World Cup,Sarfaraz Ahmed,Pakistan,Pakistani,1987-05-22,True,True,OFF_SPIN,True
T20 World Cup,Imad Wasim,Pakistan,Pakistani,1988-12-18,False,False,ORTHODOX,True
T20 World Cup,Mohammad Nawaz,Pakistan,Pakistani,1994-03-21,False,False,ORTHODOX,True
T20 World Cup,Anwar Ali,Pakistan,Pakistani,1987-11-25,False,True,,True
T20 World Cup,Mohammad Irfan,Pakistan,Pakistani,1982-06-06,False,True,,True
T20 World Cup,Wahab Riaz,Pakistan,Pakistani,1985-06-28,False,True,FAST_SEAM,True
T20 World Cup,Babar Azam,Pakistan,Pakistani,1994-10-15,True,True,OFF_SPIN,True
T20 World Cup,Asif Ali,Pakistan,Pakistani,1991-10-01,True,True,MEDIUM_SEAM,True
T20 World Cup,Fakhar Zaman,Pakistan,Pakistani,1990-04-10,False,False,ORTHODOX,True
T20 World Cup,Haider Ali,Pakistan,Pakistani,2000-10-02,True,True,MEDIUM_SEAM,True
T20 World Cup,Mohammad Rizwan,Pakistan,Pakistani,1992-06-01,True,True,,True
T20 World Cup,Shadab Khan,Pakistan,Pakistani,1998-10-04,True,True,LEG_SPIN,True
T20 World Cup,Mohammad Wasim,Pakistan,PK,2001-08-25,True,True,MEDIUM_SEAM,True
T20 World Cup,Haris Rauf,Pakistan,Pakistani,1993-11-07,True,True,FAST_SEAM,True
T20 World Cup,Hasan Ali,Pakistan,Pakistani,1994-07-02,True,True,MEDIUM_SEAM,True
T20 World Cup,Shaheen Shah Afridi,Pakistan,,,,,,False
T20 World Cup,Iftikhar Ahmed,Pakistan,Pakistani,1990-09-03,True,True,OFF_SPIN,True
T20 World Cup,Khushdil Shah,Pakistan,Pakistani,1995-02-07,False,False,,True
T20 World Cup,Mohammad Haris,Pakistan,,,,,,False
T20 World Cup,Shan Masood,Pakistan,Pakistani,1989-10-14,True,False,MEDIUM_SEAM,True
T20 World Cup,Mohammad Hasnain,Pakistan,Pakistani,2000-04-05,True,True,FAST_SEAM,True
T20 World Cup,Naseem Shah,Pakistan,,2003-02-15,,True,Right-arm fast,True
T20 World Cup,Azam Khan,Pakistan,,1998-08-10,,True,,True
T20 World Cup,Saim Ayub,Pakistan,,2002-05-24,,False,Right-arm off break,True
T20 World Cup,Usman Khan,Pakistan,,1995-05-10,,True,Right-arm off break,True
T20 World Cup,Abbas Afridi,Pakistan,,2001-05-04,,True,Right-arm medium fast,True
T20 World Cup,Abrar Ahmed,Pakistan,,1998-09-11,,True,Right-arm leg break,True
T20 World Cup,Assad Vala,Papua New Guinea,Papuan,1987-08-05,True,False,OFF_SPIN,True
T20 World Cup,Simon Atai,Papua New Guinea,PG,1999-09-19,False,False,,True
T20 World Cup,Sese Bau,Papua New Guinea,Papuan,1992-06-23,True,False,MEDIUM_SEAM,True
T20 World Cup,Kiplin Doriga,Papua New Guinea,Papuan,1995-10-18,True,True,,True
T20 World Cup,Hiri Hiri,Papua New Guinea,PG,1995-05-01,True,True,,True
T20 World Cup,Lega Siaka,Papua New Guinea,Papuan,1992-12-21,True,True,FAST_SEAM,True
T20 World Cup,Tony Ura,Papua New Guinea,Papuan,1989-10-15,True,True,,True
T20 World Cup,Charles Amini,Papua New Guinea,Papuan,1992-04-14,True,False,LEG_SPIN,True
T20 World Cup,Jason Kila,Papua New Guinea,Papuan,1990-01-15,False,False,ORTHODOX,True
T20 World Cup,Gaudi Toka,Papua New Guinea,Papuan,1994-06-17,True,False,MEDIUM_SEAM,True
T20 World Cup,Kabua Morea,Papua New Guinea,PG,1993-09-30,False,True,MEDIUM_SEAM,True
T20 World Cup,Nosaina Pokana,Papua New Guinea,Papuan,1996-04-12,False,True,FAST_SEAM,True
T20 World Cup,Damien Ravu,Papua New Guinea,Papuan,1994-05-03,True,True,MEDIUM_SEAM,True
T20 World Cup,Chad Soper,Papua New Guinea,Papuan,1991-11-19,True,True,MEDIUM_SEAM,True
T20 World Cup,Norman Vanua,Papua New Guinea,Papuan,1993-12-02,True,True,MEDIUM_SEAM,True
T20 World Cup,Hila Vare,Papua New Guinea,,2001-08-10,,False,,True
T20 World Cup,Jack Gardner,Papua New Guinea,,2000-12-23,,True,Right-arm medium,True
T20 World Cup,Semo Kamea,Papua New Guinea,,2001-08-21,,False,Left-arm fast,True
T20 World Cup,John Kariko,Papua New Guinea,,2004-01-16,,False,Slow left-arm orthodox,True
T20 World Cup,Alei Nao,Papua New Guinea,Papuan,1993-12-09,True,True,MEDIUM_SEAM,True
T20 World Cup,Ryan Watson,Scotland,Zimbabwean,1976-11-12,False,True,,True
T20 World Cup,Gavin Hamilton,Scotland,Scottish,1974-09-16,False,True,,True
T20 World Cup,Gregor Maiden,Scotland,,,,,,False
T20 World Cup,Neil McCallum,Scotland,Scottish,1977-11-22,False,True,,True
T20 World Cup,Navdeep Poonia,Scotland,Scottish,1986-05-11,False,True,,True
T20 World Cup,Qasim Sheikh,Scotland,,,,,,False
T20 World Cup,Colin Smith,Scotland,Scottish,1972-09-27,False,True,,True
T20 World Cup,Fraser Watts,Scotland,English,1979-06-05,False,True,,True
T20 World Cup,John Blain,Scotland,Scottish,1979-01-04,False,True,,True
T20 World Cup,Dougie Brown,Scotland,Scottish,1969-10-29,False,True,,True
T20 World Cup,Gordon Drummond,Scotland,,,,,,False
T20 World Cup,Majid Haq,Scotland,Scottish,1983-02-11,False,False,,True
T20 World Cup,Dewald Nel,Scotland,Scottish,1980-06-06,False,True,,True
T20 World Cup,Craig Wright,Scotland,Scottish,1974-04-28,False,True,,True
T20 World Cup,Ross Lyons,Scotland,,,,,,False
T20 World Cup,Richie Berrington,Scotland,SCO,1987-04-03,True,True,,True
T20 World Cup,Kyle Coetzer,Scotland,Scottish,1984-04-14,True,True,MEDIUM_SEAM,True
T20 World Cup,Calum MacLeod,Scotland,Scottish,1988-11-15,True,True,MEDIUM_SEAM,True
T20 World Cup,Glenn Rogers,Scotland,Australian,1977-04-12,False,True,,True
T20 World Cup,Jan Stander,Scotland,,,,,,False
T20 World Cup,Preston Mommsen,Scotland,Scottish,1987-10-14,False,True,,True
T20 World Cup,Matthew Cross,Scotland,SCO,1992-10-15,True,True,,True
T20 World Cup,Matt Machan,Scotland,Scottish,1991-02-15,False,False,,True
T20 World Cup,George Munsey,Scotland,Scottish,1993-02-21,True,False,MEDIUM_SEAM,True
T20 World Cup,Con de Lange,Scotland,Scottish,1981-02-11,False,True,,True
T20 World Cup,Michael Leask,Scotland,Scottish,1990-10-29,True,True,OFF_SPIN,True
