team,year,player_name,dob,batting_style,bowling_style,nationality
India,2002,Anil Kumble,1970-10-17,Right-handed,Leg spin,Indian
India,2002,Harbhajan Singh,1980-07-03,Right-handed,Off spin,Indian
India,2002,Zaheer Khan,1978-10-07,Right-handed,Fast seam,Indian
India,2002,Ashish Nehra,1979-04-29,Right-handed,Medium seam,Indian
India,2004,Sourav Ganguly,1972-07-08,Left-handed,Medium seam,Indian
India,2004,Virender Sehwag,1978-10-20,Right-handed,Off spin,Indian
India,2004,VVS Laxman,,,,
India,2004,Rohan Gavaskar,,,,
India,2004,Yuvraj Singh,1981-12-12,Left-handed,Orthodox spin,Indian
India,2004,Mohammad Kaif,1980-12-01,Left-handed,Right-arm off break,Indian
India,2004,Rahul Dravid,1973-01-11,Right-handed,Off spin,Indian
India,2004,Dinesh Karthik,1985-06-01,Right-handed,Off spin,Indian
India,2004,Harbhajan Singh,1980-07-03,Right-handed,Off spin,Indian
India,2004,Irfan Pathan,1984-10-27,Left-handed,Left-arm fast-medium,
India,2004,Ajit Agarkar,1977-12-04,Right-handed,Fast seam,Indian
India,2004,Ashish Nehra,1979-04-29,Right-handed,Medium seam,Indian
India,2006,Dinesh Mongia,1977-04-17,Right-handed,Slow left-arm orthodox,Indian
India,2006,Virender Sehwag,1978-10-20,Right-handed,Off spin,Indian
India,2006,Sachin Tendulkar,1973-04-24,Right-handed,Off spin,Indian
India,2006,Irfan Pathan,1984-10-27,Left-handed,Left-arm fast-medium,
India,2006,Rahul Dravid,1973-01-11,Right-handed,Off spin,Indian
India,2006,Mohammad Kaif,1980-12-01,Left-handed,Right-arm off break,Indian
India,2006,Yuvraj Singh,1981-12-12,Left-handed,Orthodox spin,Indian
India,2006,Sreesanth,,,,
India,2006,RP Singh,,,,
India,2006,MS Dhoni,1981-07-07,Right-handed,Medium seam,Indian
India,2006,Suresh Raina,1986-11-27,Left-handed,Off spin,Indian
India,2006,Harbhajan Singh,1980-07-03,Right-handed,Off spin,Indian
India,2006,Ajit Agarkar,1977-12-04,Right-handed,Fast seam,Indian
India,2006,Ramesh Powar,,,,
India,2006,Munaf Patel,1983-07-12,Right-handed,Right-arm fast-medium,Indian
India,2009,MS Dhoni,1981-07-07,Right-handed,Medium seam,Indian
India,2009,Rahul Dravid,1973-01-11,Right-handed,Off spin,Indian
India,2009,Gautam Gambhir,1981-10-14,Left-handed,Leg spin,Indian
India,2009,Dinesh Karthik,1985-06-01,Right-handed,Off spin,Indian
India,2009,Virat Kohli,1988-11-05,Right-handed,Medium seam,Indian
India,2009,Suresh Raina,1986-11-27,Left-handed,Off spin,Indian
India,2009,Sachin Tendulkar,1973-04-24,Right-handed,Off spin,Indian
India,2009,Abhishek Nayar,,,,
India,2009,Yusuf Pathan,1982-11-17,Right-handed,Right-arm off break,Indian
India,2009,Harbhajan Singh,1980-07-03,Right-handed,Off spin,Indian
India,2009,Praveen Kumar,,,,
India,2009,Amit Mishra,1982-11-24,Right-handed,Leg spin,Indian
India,2009,Ashish Nehra,1979-04-29,Right-handed,Medium seam,Indian
India,2009,Ishant Sharma,1988-09-02,Right-handed,Fast seam,Indian
India,2009,RP Singh,,,,
India,2013,MS Dhoni,1981-07-07,Right-handed,Medium seam,Indian
India,2013,Shikhar Dhawan,1985-12-05,Left-handed,Off spin,Indian
India,2013,Dinesh Karthik,1985-06-01,Right-handed,Off spin,Indian
India,2013,Virat Kohli,1988-11-05,Right-handed,Medium seam,Indian
India,2013,Suresh Raina,1986-11-27,Left-handed,Off spin,Indian
India,2013,Rohit Sharma,1987-04-30,Right-handed,Off spin,Indian
India,2013,Murali Vijay,1984-04-01,Left-handed,,Indian
India,2013,Ravichandran Ashwin,1986-09-17,Right-handed,Off spin,Indian
India,2013,Ravindra Jadeja,1988-12-06,Left-handed,Orthodox spin,Indian
India,2013,Irfan Pathan,1984-10-27,Left-handed,Left-arm fast-medium,
India,2013,Bhuvneshwar Kumar,1990-02-05,Right-handed,Medium seam,Indian
India,2013,Amit Mishra,1982-11-24,Right-handed,Leg spin,Indian
India,2013,Ishant Sharma,1988-09-02,Right-handed,Fast seam,Indian
India,2013,Vinay Kumar,1984-02-12,Right-handed,,Indian
India,2013,Umesh Yadav,1987-10-25,Right-handed,Fast seam,Indian
India,2017,Virat Kohli,1988-11-05,Right-handed,Medium seam,Indian
India,2017,Shikhar Dhawan,1985-12-05,Left-handed,Off spin,Indian
India,2017,MS Dhoni,1981-07-07,Right-handed,Medium seam,Indian
India,2017,Dinesh Karthik,1985-06-01,Right-handed,Off spin,Indian
India,2017,Ajinkya Rahane,1988-06-06,Right-handed,Medium seam,Indian
India,2017,Rohit Sharma,1987-04-30,Right-handed,Off spin,Indian
India,2017,Yuvraj Singh,1981-12-12,Left-handed,Orthodox spin,Indian
India,2017,Ravichandran Ashwin,1986-09-17,Right-handed,Off spin,Indian
India,2017,Ravindra Jadeja,1988-12-06,Left-handed,Orthodox spin,Indian
India,2017,Kedar Jadhav,1985-03-26,Right-handed,Off spin,Indian
India,2017,Hardik Pandya,1993-10-11,Right-handed,Medium seam,Indian
India,2017,Jasprit Bumrah,1993-12-06,Right-handed,Fast seam,Indian
India,2017,Bhuvneshwar Kumar,1990-02-05,Right-handed,Medium seam,Indian
India,2017,Mohammed Shami,1990-09-03,Right-handed,Fast seam,Indian
India,2017,Umesh Yadav,1987-10-25,Right-handed,Fast seam,Indian
India,2025,Rohit Sharma,1987-04-30,Right-handed,Off spin,Indian
India,2025,Shubman Gill,1999-09-08,Right-handed,Off spin,Indian
India,2025,Shreyas Iyer,1994-12-06,Right-handed,Leg spin,Indian
India,2025,Virat Kohli,1988-11-05,Right-handed,Medium seam,Indian
India,2025,Rishabh Pant,1997-10-04,Left-handed,Right-arm medium,IN
India,2025,KL Rahul,1992-04-18,Right-handed,Right-arm medium,Indian
India,2025,Ravindra Jadeja,1988-12-06,Left-handed,Orthodox spin,Indian
India,2025,Hardik Pandya,1993-10-11,Right-handed,Medium seam,Indian
India,2025,Axar Patel,1994-01-20,Left-handed,Orthodox spin,Indian
India,2025,Washington Sundar,1999-10-05,Left-handed,Off spin,Indian
India,2025,Arshdeep Singh,1999-02-05,Left-handed,Left-arm medium-fast,
India,2025,Harshit Rana,2001-12-22,Right-handed,Right-arm fast,
India,2025,Kuldeep Yadav,1994-12-14,Left-handed,Unorthodox spin,Indian
India,2025,Mohammed Shami,1990-09-03,Right-handed,Fast seam,Indian
India,2025,Varun Chakravarthy,,,,
Kenya,2000,Hitesh Modi,1971-10-13,Left-handed,,
Kenya,2000,Kennedy Otieno,1972-03-11,Right-handed,Wicket-keeper,Kenyan
Kenya,2000,Ravi Shah,,,,
Kenya,2000,Maurice Odumbe,1969-06-15,Right-handed,Right-arm off break,Kenyan
Kenya,2000,Thomas Odoyo,1978-05-12,Right-handed,Medium seam,Kenyan
Kenya,2000,Tony Suji,1976-02-05,Right-handed,Right-arm medium,Kenyan
Kenya,2000,Steve Tikolo,1971-06-25,Right-handed,,Kenyan
Kenya,2000,Jimmy Kamande,1978-12-12,Right-handed,Right-arm off spin/fast-medium,Kenyan
Kenya,2000,Peter Ongondo,1977-02-10,Right-handed,Right-arm medium,Kenyan
Kenya,2000,Lameck Onyango,1973-09-22,Right-handed,Right-arm medium,
Kenya,2000,Martin Suji,1971-06-02,Right-handed,Right-arm medium-fast,Kenyan
Kenya,2000,Josephat Ababu,,,,
Kenya,2000,Mohammad Sheikh,1980-08-29,Right-handed,Left-arm fast,Kenyan
Kenya,2002,Kennedy Otieno,1972-03-11,Right-handed,Wicket-keeper,Kenyan
Kenya,2002,Ravi Shah,,,,
Kenya,2002,Brijal Patel,1977-11-14,Right-handed,,Kenyan
Kenya,2002,Steve Tikolo,1971-06-25,Right-handed,,Kenyan
Kenya,2002,Maurice Odumbe,1969-06-15,Right-handed,Right-arm off break,Kenyan
Kenya,2002,Thomas Odoyo,1978-05-12,Right-handed,Medium seam,Kenyan
Kenya,2002,David Obuya,1979-08-14,Right-handed,Wicket-keeper,Kenyan
Kenya,2002,Collins Obuya,1981-07-27,Right-handed,Right-arm leg break,Kenyan
Kenya,2002,Jimmy Kamande,1978-12-12,Right-handed,Right-arm off spin/fast-medium,Kenyan
Kenya,2002,Tony Suji,1976-02-05,Right-handed,Right-arm medium,Kenyan
Kenya,2002,Martin Suji,1971-06-02,Right-handed,Right-arm medium-fast,Kenyan
Kenya,2002,Joseph Angara,1971-11-08,Right-handed,Right-arm medium-fast,Kenyan
Kenya,2004,Kennedy Otieno,1972-03-11,Right-handed,Wicket-keeper,Kenyan
Kenya,2004,Malhar Patel,1983-11-27,Right-handed,Right-arm medium,
Kenya,2004,Ravi Shah,,,,
Kenya,2004,Steve Tikolo,1971-06-25,Right-handed,,Kenyan
Kenya,2004,Hitesh Modi,1971-10-13,Left-handed,,
Kenya,2004,Thomas Odoyo,1978-05-12,Right-handed,Medium seam,Kenyan
Kenya,2004,Ragheb Aga,,,,
Kenya,2004,Morris Ouma,1982-11-08,Right-handed,Wicket-keeper,Kenyan
Kenya,2004,Brijal Patel,1977-11-14,Right-handed,,Kenyan
Kenya,2004,Martin Suji,1971-06-02,Right-handed,Right-arm medium-fast,Kenyan
Kenya,2004,Peter Ongondo,1977-02-10,Right-handed,Right-arm medium,Kenyan
Kenya,2004,Tony Suji,1976-02-05,Right-handed,Right-arm medium,Kenyan
Netherlands,2002,Robert van Oosterom,1968-10-16,Right-handed,,Dutch
Netherlands,2002,Henk-Jan Mol,1977-03-29,Right-handed,,Dutch
Netherlands,2002,Feiko Kloppenburg,1974-06-19,Right-handed,Right-arm medium,Dutch
Netherlands,2002,Daan van Bunge,1982-10-19,Right-handed,Right-arm leg break,Dutch
Netherlands,2002,Bas Zuiderent,1977-03-03,Right-handed,Right-arm medium,
Netherlands,2002,Tim de Leede,1968-01-25,Right-handed,Right-arm medium,Dutch
Netherlands,2002,Reinout Scholte,1967-08-10,Right-handed,Wicket-keeper,Dutch
Netherlands,2002,Luuk van Troost,1969-09-28,Left-handed,Left-arm medium,
Netherlands,2002,Jacob-Jan Esmeijer,1972-05-28,Right-handed,Slow left-arm orthodox,Dutch
Netherlands,2002,Adeel Raja,1980-08-15,Right-handed,Right-arm off break,Pakistani
Netherlands,2002,Edgar Schiferli,1976-05-17,Right-handed,Right-arm fast-medium,Dutch
Netherlands,2002,Roland Lefebvre,1963-02-07,Right-handed,Right-arm medium,Dutch
Netherlands,2002,Victor Grandia,1979-01-10,Right-handed,Right-arm medium,
New Zealand,1998,Matthew Bell,,,,
New Zealand,1998,Nathan Astle,1971-09-15,Right-handed,Medium seam,New Zealander
New Zealand,1998,Steven Fleming,1973-04-01,Right-handed,Off spin,New Zealander
New Zealand,1998,Craig McMillan,1976-09-13,Right-handed,Medium seam,New Zealander
New Zealand,1998,Adam Parore,1971-01-23,Right-handed,Wicket-keeper,New Zealander
New Zealand,1998,Chris Harris,1969-11-20,Right-handed,Medium seam,New Zealander
New Zealand,1998,Alex Tait,,,,
New Zealand,1998,Geoff Allott,1971-12-24,Right-handed,Left-arm fast-medium,New Zealander
New Zealand,1998,Mark Bailey,,,,
New Zealand,1998,Daniel Vettori,1979-01-27,Left-handed,Orthodox spin,New Zealander
New Zealand,1998,Simon Doull,1969-08-06,Right-handed,Right-arm medium,
New Zealand,1998,Paul Wiseman,,,,
New Zealand,2000,Stephen Fleming,1973-04-01,Right-handed,Off spin,New Zealander
New Zealand,2000,Nathan Astle,1971-09-15,Right-handed,Medium seam,New Zealander
New Zealand,2000,Craig McMillan,1976-09-13,Right-handed,Medium seam,New Zealander
New Zealand,2000,Chris Nevin,,,,
New Zealand,2000,Adam Parore,1971-01-23,Right-handed,Wicket-keeper,New Zealander
New Zealand,2000,Craig Spearman,1972-07-04,Right-handed,,New Zealander
New Zealand,2000,Roger Twose,1968-04-17,Right-handed,Right-arm medium pace,English
New Zealand,2000,Chris Cairns,1970-06-13,Right-handed,Fast seam,New Zealander
New Zealand,2000,Chris Harris,1969-11-20,Right-handed,Medium seam,New Zealander
New Zealand,2000,Dion Nash,1971-11-20,Right-handed,Right-arm fast-medium,New Zealander
New Zealand,2000,Scott Styris,1975-07-10,Right-handed,Medium seam,New Zealander
New Zealand,2000,Geoff Allott,1971-12-24,Right-handed,Left-arm fast-medium,New Zealander
New Zealand,2000,Paul Wiseman,,,,
New Zealand,2000,Glen Sulzberger,,,,
New Zealand,2002,Stephen Fleming,1973-04-01,Right-handed,Off spin,New Zealander
New Zealand,2002,Nathan Astle,1971-09-15,Right-handed,Medium seam,New Zealander
New Zealand,2002,Mathew Sinclair,1975-11-09,Right-handed,Right-arm medium-fast,Australian
New Zealand,2002,Lou Vincent,1978-11-11,Right-handed,Right-arm medium,New Zealander
New Zealand,2002,Scott Styris,1975-07-10,Right-handed,Medium seam,New Zealander
New Zealand,2002,Chris Harris,1969-11-20,Right-handed,Medium seam,New Zealander
New Zealand,2002,Jacob Oram,1978-07-28,Left-handed,Fast seam,New Zealander
New Zealand,2002,Daniel Vettori,1979-01-27,Left-handed,Orthodox spin,New Zealander
New Zealand,2002,Kyle Mills,1979-03-15,Right-handed,Fast seam,New Zealander
New Zealand,2002,Daryl Tuffey,1978-06-11,Right-handed,Right-arm fast-medium,New Zealander
New Zealand,2002,Paul Hitchcock,,,,
New Zealand,2002,Shane Bond,1975-06-07,Right-handed,Fast seam,New Zealander
New Zealand,2004,Stephen Fleming,1973-04-01,Right-handed,Off spin,New Zealander
New Zealand,2004,Nathan Astle,1971-09-15,Right-handed,Medium seam,New Zealander
New Zealand,2004,Hamish Marshall,1979-02-15,Right-handed,Right-arm medium,New Zealander
New Zealand,2004,Scott Styris,1975-07-10,Right-handed,Medium seam,New Zealander
New Zealand,2004,Chris Cairns,1970-06-13,Right-handed,Fast seam,New Zealander
New Zealand,2004,Craig McMillan,1976-09-13,Right-handed,Medium seam,New Zealander
New Zealand,2004,Kyle Mills,1979-03-15,Right-handed,Fast seam,New Zealander
New Zealand,2004,Jacob Oram,1978-07-28,Left-handed,Fast seam,New Zealander
New Zealand,2004,Brendon McCullum,1981-09-27,Right-handed,Medium seam,New Zealander
New Zealand,2004,Chris Harris,1969-11-20,Right-handed,Medium seam,New Zealander
New Zealand,2004,Daniel Vettori,1979-01-27,Left-handed,Orthodox spin,New Zealander
New Zealand,2004,Daryl Tuffey,1978-06-11,Right-handed,Right-arm fast-medium,New Zealander
New Zealand,2006,Lou Vincent,1978-11-11,Right-handed,Right-arm medium,New Zealander
New Zealand,2006,Stephen Fleming,1973-04-01,Right-handed,Off spin,New Zealander
New Zealand,2006,Scott Styris,1975-07-10,Right-handed,Medium seam,New Zealander
New Zealand,2006,Nathan Astle,1971-09-15,Right-handed,Medium seam,New Zealander
New Zealand,2006,Shane Bond,1975-06-07,Right-handed,Fast seam,New Zealander
New Zealand,2006,Hamish Marshall,1979-02-15,Right-handed,Right-arm medium,New Zealander
New Zealand,2006,Peter Fulton,1979-02-01,Right-handed,Right-arm medium,New Zealander
New Zealand,2006,Jacob Oram,1978-07-28,Left-handed,Fast seam,New Zealander
New Zealand,2006,Brendon McCullum,1981-09-27,Right-handed,Medium seam,New Zealander
New Zealand,2006,Daniel Vettori,1979-01-27,Left-handed,Orthodox spin,New Zealander
New Zealand,2006,James Franklin,1980-11-07,Right-handed,Left-arm fast-medium,New Zealander
New Zealand,2006,Kyle Mills,1979-03-15,Right-handed,Fast seam,New Zealander
New Zealand,2006,Jeetan Patel,1980-05-07,Right-handed,Right-arm off break,New Zealander
New Zealand,2009,Neil Broom,1983-11-20,Right-handed,,New Zealander
New Zealand,2009,Brendon Diamanti,,,,
New Zealand,2009,Martin Guptill,1986-09-30,Right-handed,Off spin,New Zealander
New Zealand,2009,Gareth Hopkins,,,,
New Zealand,2009,Brendon McCullum,1981-09-27,Right-handed,Medium seam,New Zealander
New Zealand,2009,Aaron Redmond,,,,
New Zealand,2009,Ross Taylor,1984-03-08,Right-handed,Off spin,New Zealander
New Zealand,2009,Daniel Vettori,1979-01-27,Left-handed,Orthodox spin,New Zealander
New Zealand,2009,Grant Elliott,1979-03-21,Right-handed,Right-arm medium,New Zealander
New Zealand,2009,James Franklin,1980-11-07,Right-handed,Left-arm fast-medium,New Zealander
New Zealand,2009,Shane Bond,1975-06-07,Right-handed,Fast seam,New Zealander
New Zealand,2009,Ian Butler,,,,
New Zealand,2009,Kyle Mills,1979-03-15,Right-handed,Fast seam,New Zealander
New Zealand,2009,Iain O'Brien,,,,
New Zealand,2009,Jeetan Patel,1980-05-07,Right-handed,Right-arm off break,New Zealander
New Zealand,2013,Brendon McCullum,1981-09-27,Right-handed,Medium seam,New Zealander
New Zealand,2013,Martin Guptill,1986-09-30,Right-handed,Off spin,New Zealander
New Zealand,2013,Colin Munro,1987-03-11,Left-handed,Medium seam,New Zealander
New Zealand,2013,Luke Ronchi,1981-04-23,Right-handed,Wicket-keeper,New Zealander
New Zealand,2013,Ross Taylor,1984-03-08,Right-handed,Off spin,New Zealander
New Zealand,2013,Kane Williamson,1990-08-08,Right-handed,Off spin,New Zealander
New Zealand,2013,Corey Anderson,1990-12-13,Left-handed,Left-arm medium,New Zealander
New Zealand,2013,James Franklin,1980-11-07,Right-handed,Left-arm fast-medium,New Zealander
New Zealand,2013,Daniel Vettori,1979-01-27,Left-handed,Orthodox spin,New Zealander
New Zealand,2013,Doug Bracewell,1990-09-28,Left-handed,,New Zealander
New Zealand,2013,Ian Butler,,,,
New Zealand,2013,Mitchell McClenaghan,1986-06-11,Left-handed,Left-arm fast-medium,New Zealander
New Zealand,2013,Nathan McCullum,1980-09-01,Right-handed,Right-arm off break,New Zealander
New Zealand,2013,Kyle Mills,1979-03-15,Right-handed,Fast seam,New Zealander
New Zealand,2013,Tim Southee,1988-12-11,Right-handed,Medium seam,New Zealander
New Zealand,2017,Kane Williamson,1990-08-08,Right-handed,Off spin,New Zealander
New Zealand,2017,Neil Broom,1983-11-20,Right-handed,,New Zealander
New Zealand,2017,Martin Guptill,1986-09-30,Right-handed,Off spin,New Zealander
New Zealand,2017,Tom Latham,1992-04-02,Left-handed,Medium seam,New Zealander
New Zealand,2017,Luke Ronchi,1981-04-23,Right-handed,Wicket-keeper,New Zealander
New Zealand,2017,Ross Taylor,1984-03-08,Right-handed,Off spin,New Zealander
New Zealand,2017,Corey Anderson,1990-12-13,Left-handed,Left-arm medium,New Zealander
New Zealand,2017,Colin de Grandhomme,1986-07-22,Right-handed,Medium seam,New Zealander
New Zealand,2017,James Neesham,1990-09-17,Left-handed,Right-arm medium,
New Zealand,2017,Mitchell Santner,1992-02-05,Left-handed,Orthodox spin,New Zealander
New Zealand,2017,Trent Boult,1989-07-22,Right-handed,Fast seam,New Zealander
New Zealand,2017,Mitchell McClenaghan,1986-06-11,Left-handed,Left-arm fast-medium,New Zealander
New Zealand,2017,Adam Milne,1992-04-13,Right-handed,Fast seam,New Zealander
New Zealand,2017,Jeetan Patel,1980-05-07,Right-handed,Right-arm off break,New Zealander
New Zealand,2017,Tim Southee,1988-12-11,Right-handed,Medium seam,New Zealander
New Zealand,2025,Devon Conway,1991-07-08,Left-handed,Medium seam,New Zealander
New Zealand,2025,Tom Latham,1992-04-02,Left-handed,Medium seam,New Zealander
New Zealand,2025,Kane Williamson,1990-08-08,Right-handed,Off spin,New Zealander
New Zealand,2025,Will Young,1992-11-22,Right-handed,Off spin,New Zealander
New Zealand,2025,Mitchell Santner,1992-02-05,Left-handed,Orthodox spin,New Zealander
New Zealand,2025,Michael Bracewell,1991-02-14,Left-handed,Right-arm off spin,
New Zealand,2025,Mark Chapman,1994-06-27,Left-handed,Orthodox spin,New Zealander
New Zealand,2025,Daryl Mitchell,1983-11-25,Right-handed,Medium seam,English
New Zealand,2025,Glenn Phillips,1996-12-06,Right-handed,Right-arm off break,
New Zealand,2025,Rachin Ravindra,1999-11-18,Left-handed,Slow left-arm orthodox,
New Zealand,2025,Nathan Smith,,,,
New Zealand,2025,Jacob Duffy,1994-08-02,Right-handed,Right-arm fast-medium,
New Zealand,2025,Matt Henry,1991-12-14,Right-handed,Fast seam,New Zealander
New Zealand,2025,Will O’Rourke,,,,
Pakistan,1998,Shahid Afridi,1980-03-01,Right-handed,Leg spin,Pakistani
Pakistan,1998,Saleem Elahi,1976-11-21,Right-handed,Right-arm off break,Pakistani
Pakistan,1998,Azhar Mahmood,1975-02-28,Left-handed,Right-arm fast-medium,English
Pakistan,1998,Aamer Sohail,1966-09-14,Left-handed,Orthodox spin,Pakistani
Pakistan,1998,Ijaz Ahmed,1968-09-20,Right-handed,Medium seam,Pakistani
Pakistan,1998,Akhtar Sarfraz,,,,
Pakistan,1998,Saleem Malik,1963-04-16,Right-handed,Medium seam,Pakistani
Pakistan,1998,Wasim Akram,1966-06-03,Left-handed,Fast seam,Pakistani
Pakistan,1998,Moin Khan,1971-09-23,Right-handed,Wicket-keeper,Pakistani
Pakistan,1998,Saqlain Mushtaq,1976-12-29,Right-handed,Off spin,Pakistani
Pakistan,1998,Arshad Khan,,,,
Pakistan,2000,Moin Khan,1971-09-23,Right-handed,Wicket-keeper,Pakistani
Pakistan,2000,Faisal Iqbal,,,,
Pakistan,2000,Ijaz Ahmed,1968-09-20,Right-handed,Medium seam,Pakistani
Pakistan,2000,Imran Nazir,1981-12-16,Right-handed,Right-arm leg break,Pakistani
Pakistan,2000,Inzamam-ul-Haq,1970-03-03,Right-handed,Orthodox spin,Pakistani
Pakistan,2000,Mohammad Yousuf,1974-08-27,Right-handed,Off spin,Pakistani
Pakistan,2000,Saeed Anwar,1968-09-06,Left-handed,Orthodox spin,Pakistani
Pakistan,2000,Saleem Elahi,1976-11-21,Right-handed,Right-arm off break,Pakistani
Pakistan,2000,Abdul Razzaq,1979-12-02,Right-handed,Fast seam,Pakistani
Pakistan,2000,Azhar Mahmood,1975-02-28,Left-handed,Right-arm fast-medium,English
Pakistan,2000,Arshad Khan,,,,
Pakistan,2000,Saqlain Mushtaq,1976-12-29,Right-handed,Off spin,Pakistani
Pakistan,2000,Waqar Younis,1971-11-16,Right-handed,Fast seam,Pakistani
Pakistan,2000,Wasim Akram,1966-06-03,Left-handed,Fast seam,Pakistani
Pakistan,2002,Saeed Anwar,1968-09-06,Left-handed,Orthodox spin,Pakistani
Pakistan,2002,Shahid Afridi,1980-03-01,Right-handed,Leg spin,Pakistani
Pakistan,2002,Shoaib Malik,1982-02-01,Right-handed,Off spin,Pakistani
Pakistan,2002,Mohammad Yousuf,1974-08-27,Right-handed,Off spin,Pakistani
Pakistan,2002,Younis Khan,1977-11-29,Right-handed,Medium seam,Pakistani
Pakistan,2002,Rashid Latif,1968-10-14,Right-handed,,Pakistani
Pakistan,2002,Misbah-ul-Haq,1974-05-28,Right-handed,Leg spin,Pakistani
Pakistan,2002,Abdul Razzaq,1979-12-02,Right-handed,Fast seam,Pakistani
Pakistan,2002,Wasim Akram,1966-06-03,Left-handed,Fast seam,Pakistani
Pakistan,2002,Waqar Younis,1971-11-16,Right-handed,Fast seam,Pakistani
Pakistan,2002,Shoaib Akhtar,1975-08-13,Right-handed,Fast seam,Pakistani
Pakistan,2004,Yasir Hameed,,,,
Pakistan,2004,Imran Farhat,1982-05-20,Left-handed,,Pakistani
Pakistan,2004,Shoaib Malik,1982-02-01,Right-handed,Off spin,Pakistani
Pakistan,2004,Shahid Afridi,1980-03-01,Right-handed,Leg spin,Pakistani
Pakistan,2004,Abdul Razzaq,1979-12-02,Right-handed,Fast seam,Pakistani
Pakistan,2004,Salman Butt,,,,
Pakistan,2004,Inzamam-ul-Haq,1970-03-03,Right-handed,Orthodox spin,Pakistani
Pakistan,2004,Mohammad Yousuf,1974-08-27,Right-handed,Off spin,Pakistani
Pakistan,2004,Moin Khan,1971-09-23,Right-handed,Wicket-keeper,Pakistani
Pakistan,2004,Naved-ul-Hasan,,,,
Pakistan,2004,Mohammad Sami,1981-02-24,Right-handed,Right-arm fast,Pakistani
Pakistan,2004,Shoaib Akhtar,1975-08-13,Right-handed,Fast seam,Pakistani
Pakistan,2006,Mohammad Hafeez,1980-10-17,Right-handed,Off spin,Pakistani
Pakistan,2006,Imran Farhat,1982-05-20,Left-handed,,Pakistani
Pakistan,2006,Younis Khan,1977-11-29,Right-handed,Medium seam,Pakistani
Pakistan,2006,Mohammad Yousuf,1974-08-27,Right-handed,Off spin,Pakistani
Pakistan,2006,Yasir Arafat,1982-03-12,Right-handed,Right-arm medium,
Pakistan,2006,Shahid Afridi,1980-03-01,Right-handed,Leg spin,Pakistani
Pakistan,2006,Shoaib Malik,1982-02-01,Right-handed,Off spin,Pakistani
Pakistan,2006,Kamran Akmal,1982-01-13,Right-handed,Wicket-keeper,Pakistani
Pakistan,2006,Abdul Razzaq,1979-12-02,Right-handed,Fast seam,Pakistani
Pakistan,2006,Naved-ul-Hasan,,,,
Pakistan,2006,Iftikhar Anjum,1980-12-01,Right-handed,Right-arm medium,
Pakistan,2006,Umar Gul,1984-04-14,Right-handed,Fast seam,Pakistani
Pakistan,2009,Younis Khan,1977-11-29,Right-handed,Medium seam,Pakistani
Pakistan,2009,Fawad Alam,1985-10-08,Left-handed,,Pakistani
Pakistan,2009,Imran Nazir,1981-12-16,Right-handed,Right-arm leg break,Pakistani
Pakistan,2009,Kamran Akmal,1982-01-13,Right-handed,Wicket-keeper,Pakistani
Pakistan,2009,Misbah-ul-Haq,1974-05-28,Right-handed,Leg spin,Pakistani
Pakistan,2009,Mohammad Yousuf,1974-08-27,Right-handed,Off spin,Pakistani
Pakistan,2009,Umar Akmal,1990-05-26,Right-handed,Off spin,Pakistani
Pakistan,2009,Shahid Afridi,1980-03-01,Right-handed,Leg spin,Pakistani
Pakistan,2009,Shoaib Malik,1982-02-01,Right-handed,Off spin,Pakistani
Pakistan,2009,Iftikhar Anjum,1980-12-01,Right-handed,Right-arm medium,
Pakistan,2009,Mohammad Amir,1992-04-13,Left-handed,Fast seam,Pakistani
Pakistan,2009,Mohammad Asif,2012-04-30,Right-handed,,
Pakistan,2009,Naved-ul-Hasan,,,,
Pakistan,2009,Saeed Ajmal,1977-10-14,Right-handed,Off spin,Pakistani
Pakistan,2009,Umar Gul,1984-04-14,Right-handed,Fast seam,Pakistani
Pakistan,2013,Misbah-ul-Haq,1974-05-28,Right-handed,Leg spin,Pakistani
Pakistan,2013,Asad Shafiq,1986-01-28,Right-handed,Off spin,Pakistani
Pakistan,2013,Imran Farhat,1982-05-20,Left-handed,,Pakistani
Pakistan,2013,Kamran Akmal,1982-01-13,Right-handed,Wicket-keeper,Pakistani
Pakistan,2013,Nasir Jamshed,1989-12-06,Left-handed,,Pakistani
Pakistan,2013,Umar Amin,1989-10-16,Left-handed,,Pakistani
Pakistan,2013,Mohammad Hafeez,1980-10-17,Right-handed,Off spin,Pakistani
Pakistan,2013,Shoaib Malik,1982-02-01,Right-handed,Off spin,Pakistani
Pakistan,2013,Abdur Rehman,1980-03-01,Left-handed,Slow left-arm orthodox,Pakistani
Pakistan,2013,Asad Ali,1988-10-14,Right-handed,,Pakistani
Pakistan,2013,Ehsan Adil,1993-03-15,Right-handed,Right-arm fast-medium,Pakistani
Pakistan,2013,Junaid Khan,1989-12-24,Right-handed,Fast seam,Pakistani
Pakistan,2013,Mohammad Irfan,1982-06-06,Right-handed,Left-arm fast-medium,Pakistani
Pakistan,2013,Saeed Ajmal,1977-10-14,Right-handed,Off spin,Pakistani
Pakistan,2013,Wahab Riaz,1985-06-28,Right-handed,Fast seam,Pakistani
Pakistan,2017,Sarfaraz Ahmed,1987-05-22,Right-handed,Off spin,Pakistani
Pakistan,2017,Ahmed Shehzad,1991-11-23,Right-handed,Right-arm off break,Pakistani
Pakistan,2017,Azhar Ali,1985-02-19,Right-handed,Leg spin,Pakistani
