Tournament,Player_Name,Team,Nationality,DOB,Right_Arm_Bowl,Right_Handed_Bat,Bowling_Style,Matched
Champions Trophy,James Franklin,New Zealand,New Zealander,1980-11-07,False,True,,True
Champions Trophy,Jeetan Patel,New Zealand,New Zealander,1980-05-07,False,True,,True
Champions Trophy,Neil Broom,New Zealand,New Zealander,1983-11-20,False,True,,True
Champions Trophy,Brendon Diamanti,New Zealand,,,,,,False
Champions Trophy,Martin Guptill,New Zealand,New Zealander,1986-09-30,True,True,OFF_SPIN,True
Champions Trophy,Gareth Hopkins,New Zealand,,,,,,False
Champions Trophy,Aaron Redmond,New Zealand,,,,,,False
Champions Trophy,Ross Taylor,New Zealand,New Zealander,1984-03-08,True,True,OFF_SPIN,True
Champions Trophy,Grant Elliott,New Zealand,New Zealander,1979-03-21,False,True,,True
Champions Trophy,Ian Butler,New Zealand,,,,,,False
Champions Trophy,Iain O'Brien,New Zealand,,,,,,False
Champions Trophy,Colin Munro,New Zealand,New Zealander,1987-03-11,True,False,MEDIUM_SEAM,True
Champions Trophy,Luke Ronchi,New Zealand,New Zealander,1981-04-23,False,True,,True
Champions Trophy,Kane Williamson,New Zealand,New Zealander,1990-08-08,True,True,OFF_SPIN,True
Champions Trophy,Corey Anderson,New Zealand,New Zealander,1990-12-13,False,False,,True
Champions Trophy,Doug Bracewell,New Zealand,New Zealander,1990-09-28,False,False,,True
Champions Trophy,Mitchell McClenaghan,New Zealand,New Zealander,1986-06-11,False,False,,True
Champions Trophy,Nathan McCullum,New Zealand,New Zealander,1980-09-01,False,True,,True
Champions Trophy,Tim Southee,New Zealand,New Zealander,1988-12-11,True,True,MEDIUM_SEAM,True
Champions Trophy,Tom Latham,New Zealand,New Zealander,1992-04-02,True,False,MEDIUM_SEAM,True
Champions Trophy,Colin de Grandhomme,New Zealand,New Zealander,1986-07-22,True,True,MEDIUM_SEAM,True
Champions Trophy,James Neesham,New Zealand,,,,,,False
Champions Trophy,Mitchell Santner,New Zealand,New Zealander,1992-02-05,False,False,ORTHODOX,True
Champions Trophy,Trent Boult,New Zealand,New Zealander,1989-07-22,False,True,FAST_SEAM,True
Champions Trophy,Adam Milne,New Zealand,New Zealander,1992-04-13,True,True,FAST_SEAM,True
Champions Trophy,Devon Conway,New Zealand,New Zealander,1991-07-08,True,False,MEDIUM_SEAM,True
Champions Trophy,Will Young,New Zealand,New Zealander,1992-11-22,True,True,OFF_SPIN,True
Champions Trophy,Michael Bracewell,New Zealand,,,,,,False
Champions Trophy,Mark Chapman,New Zealand,New Zealander,1994-06-27,False,False,ORTHODOX,True
Champions Trophy,Daryl Mitchell,New Zealand,English,1983-11-25,True,True,MEDIUM_SEAM,True
Champions Trophy,Glenn Phillips,New Zealand,,,,,,False
Champions Trophy,Rachin Ravindra,New Zealand,,,,,,False
Champions Trophy,Nathan Smith,New Zealand,,,,,,False
Champions Trophy,Jacob Duffy,New Zealand,,,,,,False
Champions Trophy,Matt Henry,New Zealand,New Zealander,1991-12-14,True,True,FAST_SEAM,True
Champions Trophy,Will O’Rourke,New Zealand,,,,,,False
Champions Trophy,Shahid Afridi,Pakistan,Pakistani,1980-03-01,True,True,LEG_SPIN,True
Champions Trophy,Saleem Elahi,Pakistan,Pakistani,1976-11-21,False,True,,True
Champions Trophy,Azhar Mahmood,Pakistan,English,1975-02-28,False,False,,True
Champions Trophy,Aamer Sohail,Pakistan,Pakistani,1966-09-14,False,False,ORTHODOX,True
Champions Trophy,Ijaz Ahmed,Pakistan,Pakistani,1968-09-20,False,True,MEDIUM_SEAM,True
Champions Trophy,Akhtar Sarfraz,Pakistan,,,,,,False
Champions Trophy,Saleem Malik,Pakistan,Pakistani,1963-04-16,True,True,MEDIUM_SEAM,True
Champions Trophy,Wasim Akram,Pakistan,Pakistani,1966-06-03,False,False,FAST_SEAM,True
Champions Trophy,Moin Khan,Pakistan,Pakistani,1971-09-23,False,True,,True
Champions Trophy,Saqlain Mushtaq,Pakistan,Pakistani,1976-12-29,True,True,OFF_SPIN,True
Champions Trophy,Arshad Khan,Pakistan,,,,,,False
Champions Trophy,Faisal Iqbal,Pakistan,,,,,,False
Champions Trophy,Imran Nazir,Pakistan,Pakistani,1981-12-16,False,True,,True
Champions Trophy,Inzamam-ul-Haq,Pakistan,Pakistani,1970-03-03,False,True,ORTHODOX,True
Champions Trophy,Mohammad Yousuf,Pakistan,Pakistani,1974-08-27,True,True,OFF_SPIN,True
Champions Trophy,Saeed Anwar,Pakistan,Pakistani,1968-09-06,False,False,ORTHODOX,True
Champions Trophy,Abdul Razzaq,Pakistan,Pakistani,1979-12-02,True,True,FAST_SEAM,True
Champions Trophy,Waqar Younis,Pakistan,Pakistani,1971-11-16,True,True,FAST_SEAM,True
Champions Trophy,Shoaib Malik,Pakistan,Pakistani,1982-02-01,True,True,OFF_SPIN,True
Champions Trophy,Younis Khan,Pakistan,Pakistani,1977-11-29,True,True,MEDIUM_SEAM,True
Champions Trophy,Rashid Latif,Pakistan,Pakistani,1968-10-14,False,True,,True
Champions Trophy,Misbah-ul-Haq,Pakistan,Pakistani,1974-05-28,True,True,LEG_SPIN,True
Champions Trophy,Shoaib Akhtar,Pakistan,Pakistani,1975-08-13,True,True,FAST_SEAM,True
Champions Trophy,Yasir Hameed,Pakistan,,,,,,False
Champions Trophy,Imran Farhat,Pakistan,Pakistani,1982-05-20,False,False,,True
Champions Trophy,Salman Butt,Pakistan,,,,,,False
Champions Trophy,Naved-ul-Hasan,Pakistan,,,,,,False
Champions Trophy,Mohammad Sami,Pakistan,Pakistani,1981-02-24,False,True,,True
Champions Trophy,Mohammad Hafeez,Pakistan,Pakistani,1980-10-17,True,True,OFF_SPIN,True
Champions Trophy,Yasir Arafat,Pakistan,,,,,,False
Champions Trophy,Kamran Akmal,Pakistan,Pakistani,1982-01-13,False,True,,True
Champions Trophy,Iftikhar Anjum,Pakistan,,,,,,False
Champions Trophy,Umar Gul,Pakistan,Pakistani,1984-04-14,True,True,FAST_SEAM,True
Champions Trophy,Fawad Alam,Pakistan,Pakistani,1985-10-08,False,False,,True
Champions Trophy,Umar Akmal,Pakistan,Pakistani,1990-05-26,True,True,OFF_SPIN,True
Champions Trophy,Mohammad Amir,Pakistan,Pakistani,1992-04-13,False,False,FAST_SEAM,True
Champions Trophy,Mohammad Asif,Pakistan,,2012-04-30,False,True,,True
Champions Trophy,Saeed Ajmal,Pakistan,Pakistani,1977-10-14,True,True,OFF_SPIN,True
Champions Trophy,Asad Shafiq,Pakistan,Pakistani,1986-01-28,True,True,OFF_SPIN,True
Champions Trophy,Nasir Jamshed,Pakistan,Pakistani,1989-12-06,False,False,,True
Champions Trophy,Umar Amin,Pakistan,Pakistani,1989-10-16,False,False,,True
Champions Trophy,Abdur Rehman,Pakistan,Pakistani,1980-03-01,False,False,,True
Champions Trophy,Asad Ali,Pakistan,Pakistani,1988-10-14,False,True,,True
Champions Trophy,Ehsan Adil,Pakistan,Pakistani,1993-03-15,False,True,,True
Champions Trophy,Junaid Khan,Pakistan,Pakistani,1989-12-24,False,True,FAST_SEAM,True
Champions Trophy,Mohammad Irfan,Pakistan,Pakistani,1982-06-06,False,True,,True
Champions Trophy,Wahab Riaz,Pakistan,Pakistani,1985-06-28,False,True,FAST_SEAM,True
Champions Trophy,Sarfaraz Ahmed,Pakistan,Pakistani,1987-05-22,True,True,OFF_SPIN,True
Champions Trophy,Ahmed Shehzad,Pakistan,Pakistani,1991-11-23,False,True,,True
Champions Trophy,Azhar Ali,Pakistan,Pakistani,1985-02-19,True,True,LEG_SPIN,True
Champions Trophy,Babar Azam,Pakistan,Pakistani,1994-10-15,True,True,OFF_SPIN,True
Champions Trophy,Fakhar Zaman,Pakistan,Pakistani,1990-04-10,False,False,ORTHODOX,True
Champions Trophy,Haris Sohail,Pakistan,Pakistani,1989-01-09,False,False,ORTHODOX,True
Champions Trophy,Faheem Ashraf,Pakistan,Pakistani,1994-01-16,True,False,MEDIUM_SEAM,True
Champions Trophy,Imad Wasim,Pakistan,Pakistani,1988-12-18,False,False,ORTHODOX,True
Champions Trophy,Shadab Khan,Pakistan,Pakistani,1998-10-04,True,True,LEG_SPIN,True
Champions Trophy,Hasan Ali,Pakistan,Pakistani,1994-07-02,True,True,MEDIUM_SEAM,True
Champions Trophy,Rumman Raees,Pakistan,Pakistani,1991-10-18,False,True,,True
Champions Trophy,Mohammad Rizwan,Pakistan,Pakistani,1992-06-01,True,True,,True
Champions Trophy,Imam-ul-Haq,Pakistan,Pakistani,1995-12-12,False,False,,True
Champions Trophy,Saud Shakeel,Pakistan,Pakistani,1995-09-05,False,False,,True
Champions Trophy,Tayyab Tahir,Pakistan,,,,,,False
Champions Trophy,Usman Khan,Pakistan,,,,,,False
Champions Trophy,Salman Agha,Pakistan,,,,,,False
Champions Trophy,Kamran Ghulam,Pakistan,,,,,,False
Champions Trophy,Khushdil Shah,Pakistan,Pakistani,1995-02-07,False,False,,True
Champions Trophy,Abrar Ahmed,Pakistan,,,,,,False
Champions Trophy,Haris Rauf,Pakistan,Pakistani,1993-11-07,True,True,FAST_SEAM,True
Champions Trophy,Mohammad Hasnain,Pakistan,Pakistani,2000-04-05,True,True,FAST_SEAM,True
Champions Trophy,Naseem Shah,Pakistan,,,,,,False
Champions Trophy,Shaheen Shah Afridi,Pakistan,,,,,,False
Champions Trophy,Daryll Cullinan,South Africa,South African,1967-03-04,False,True,,True
Champions Trophy,Mike Rindel,South Africa,,,,,,False
Champions Trophy,Jacques Kallis,South Africa,South African,1975-10-16,True,True,FAST_SEAM,True
Champions Trophy,Hansie Cronje,South Africa,South African,1969-09-25,True,True,MEDIUM_SEAM,True
Champions Trophy,Jonty Rhodes,South Africa,South African,1969-07-27,True,True,MEDIUM_SEAM,True
Champions Trophy,Dale Benkenstein,South Africa,,,,,,False
Champions Trophy,Derek Crookes,South Africa,,,,,,False
Champions Trophy,Pat Symcox,South Africa,South African,1960-04-14,False,True,,True
Champions Trophy,Mark Boucher,South Africa,South African,1976-12-03,True,True,MEDIUM_SEAM,True
Champions Trophy,Nicky Boje,South Africa,,,,,,False
Champions Trophy,Alan Dawson,South Africa,,,,,,False
Champions Trophy,Steve Elworthy,South Africa,Zimbabwean,1965-02-23,False,True,,True
Champions Trophy,Boeta Dippenaar,South Africa,,,,,,False
Champions Trophy,Gary Kirsten,South Africa,South African,1967-11-23,True,False,OFF_SPIN,True
Champions Trophy,Neil McKenzie,South Africa,,,,,,False
Champions Trophy,Shaun Pollock,South Africa,South African,1973-07-16,True,True,FAST_SEAM,True
Champions Trophy,Andrew Hall,South Africa,South African,1975-07-31,False,True,,True
Champions Trophy,Lance Klusener,South Africa,South African,1971-09-04,True,False,FAST_SEAM,True
Champions Trophy,Allan Donald,South Africa,South African,1966-10-20,True,True,FAST_SEAM,True
Champions Trophy,Makhaya Ntini,South Africa,South African,1977-07-06,True,True,FAST_SEAM,True
Champions Trophy,Roger Telemachus,South Africa,,,,,,False
Champions Trophy,Shafiek Abrahams,South Africa,,,,,,False
Champions Trophy,Graeme Smith,South Africa,South African,1981-02-01,True,False,OFF_SPIN,True
Champions Trophy,Herschelle Gibbs,South Africa,South African,1974-02-23,True,True,LEG_SPIN,True
Champions Trophy,Justin Ontong,South Africa,,,,,,False
Champions Trophy,Robin Peterson,South Africa,South African,1979-08-04,False,True,,True
Champions Trophy,Jacques Rudolph,South Africa,,,,,,False
Champions Trophy,Martin van Jaarsveld,South Africa,,,,,,False
Champions Trophy,Charl Langeveldt,South Africa,South African,1974-12-17,False,False,,True
Champions Trophy,Loots Bosman,South Africa,South African,1977-04-14,False,True,,True
Champions Trophy,AB de Villiers,South Africa,South African,1984-02-17,True,True,MEDIUM_SEAM,True
Champions Trophy,Justin Kemp,South Africa,South African,1977-10-02,True,True,FAST_SEAM,True
Champions Trophy,Andre Nel,South Africa,South African,1977-07-15,False,True,,True
Champions Trophy,Hashim Amla,South Africa,South African,1983-03-31,True,True,MEDIUM_SEAM,True
Champions Trophy,Johan Botha,South Africa,South African,1982-05-02,False,False,,True
Champions Trophy,Jean-Paul Duminy,South Africa,,,,,,False
Champions Trophy,Albie Morkel,South Africa,South African,1981-06-10,False,False,,True
Champions Trophy,Roelof van der Merwe,South Africa,Dutch,1984-12-31,False,True,,True
Champions Trophy,Wayne Parnell,South Africa,South African,1989-07-30,False,False,,True
Champions Trophy,Dale Steyn,South Africa,South African,1983-06-27,True,True,FAST_SEAM,True
Champions Trophy,Lonwabo Tsotsobe,South Africa,South African,1984-03-07,False,True,,True
Champions Trophy,Faf du Plessis,South Africa,South African,1984-07-13,True,True,LEG_SPIN,True
Champions Trophy,Colin Ingram,South Africa,South African,1985-07-03,False,True,,True
Champions Trophy,David Miller,South Africa,South African,1989-06-10,True,False,OFF_SPIN,True
Champions Trophy,Alviro Petersen,South Africa,South African,1980-12-05,False,True,,True
Champions Trophy,Farhaan Behardien,South Africa,South African,1983-10-09,False,True,,True
Champions Trophy,Ryan McLaren,South Africa,South African,1983-02-09,False,False,,True
Champions Trophy,Chris Morris,South Africa,South African,1987-04-30,True,True,FAST_SEAM,True
Champions Trophy,Rory Kleinveldt,South Africa,South African,1983-03-15,False,True,,True
Champions Trophy,Aaron Phangiso,South Africa,South African,1984-01-21,False,True,,True
Champions Trophy,Quinton de Kock,South Africa,South African,1992-12-17,False,False,,True
Champions Trophy,Andile Phehlukwayo,South Africa,South African,1996-03-03,True,False,MEDIUM_SEAM,True
Champions Trophy,Dwaine Pretorius,South Africa,South African,1989-03-29,True,True,MEDIUM_SEAM,True
Champions Trophy,Imran Tahir,South Africa,South African,1979-03-27,True,True,LEG_SPIN,True
Champions Trophy,Keshav Maharaj,South Africa,South African,1990-02-07,False,True,ORTHODOX,True
Champions Trophy,Morne Morkel,South Africa,South African,1984-10-06,True,False,FAST_SEAM,True
Champions Trophy,Kagiso Rabada,South Africa,South African,1995-05-25,True,False,FAST_SEAM,True
Champions Trophy,Temba Bavuma,South Africa,South African,1990-05-17,True,True,MEDIUM_SEAM,True
Champions Trophy,Tony de Zorzi,South Africa,,,,,,False
Champions Trophy,Heinrich Klaasen,South Africa,South African,1991-07-30,True,True,,True
Champions Trophy,Ryan Rickelton,South Africa,,,,,,False
Champions Trophy,Tristan Stubbs,South Africa,,,,,,False
Champions Trophy,Rassie van der Dussen,South Africa,South African,1989-02-07,True,True,LEG_SPIN,True
Champions Trophy,Corbin Bosch,South Africa,,,,,,False
Champions Trophy,Marco Jansen,South Africa,,,,,,False
Champions Trophy,Aiden Markram,South Africa,South African,1994-10-04,True,True,OFF_SPIN,True
Champions Trophy,Wiaan Mulder,South Africa,South African,1998-02-19,True,True,MEDIUM_SEAM,True
Champions Trophy,Lungi Ngidi,South Africa,South African,1996-03-29,True,True,FAST_SEAM,True
Champions Trophy,Tabraiz Shamsi,South Africa,South African,1990-02-18,False,True,UNORTHODOX,True
Champions Trophy,Sanath Jayasuriya,Sri Lanka,Sri Lankan,1969-06-30,False,False,ORTHODOX,True
Champions Trophy,Romesh Kaluwitharana,Sri Lanka,Sri Lankan,1969-11-24,False,True,,True
Champions Trophy,Marvan Atapattu,Sri Lanka,Sri Lankan,1970-11-22,True,True,LEG_SPIN,True
Champions Trophy,Aravinda de Silva,Sri Lanka,Sri Lankan,1965-10-17,True,True,OFF_SPIN,True
Champions Trophy,Arjuna Ranatunga,Sri Lanka,Sri Lankan,1963-12-01,True,False,MEDIUM_SEAM,True
Champions Trophy,Roshan Mahanama,Sri Lanka,Sri Lankan,1966-05-31,True,True,,True
Champions Trophy,Upul Chandana,Sri Lanka,Sri Lankan,1972-05-07,False,True,LEG_SPIN,True
Champions Trophy,Kumar Dharmasena,Sri Lanka,Sri Lankan,1971-04-24,True,True,OFF_SPIN,True
Champions Trophy,Muthiah Muralidaran,Sri Lanka,,,,,,False
Champions Trophy,Chaminda Vaas,Sri Lanka,Sri Lankan,1974-01-27,False,False,FAST_SEAM,True
Champions Trophy,Nuwan Zoysa,Sri Lanka,,,,,,False
Champions Trophy,Russel Arnold,Sri Lanka,Sri Lankan,1973-10-25,False,True,,True
Champions Trophy,Avishka Gunawardene,Sri Lanka,Sri Lankan,1977-05-26,False,True,,True
Champions Trophy,Mahela Jayawardene,Sri Lanka,Sri Lankan,1977-05-27,True,True,MEDIUM_SEAM,True
Champions Trophy,Kumar Sangakkara,Sri Lanka,Sri Lankan,1977-10-27,True,False,OFF_SPIN,True
Champions Trophy,Eric Upashantha,Sri Lanka,Sri Lankan,1972-06-10,False,True,,True
Champions Trophy,Pramodya Wickramasinghe,Sri Lanka,Sri Lankan,1971-08-14,False,True,,True
Champions Trophy,Dilhara Fernando,Sri Lanka,Sri Lankan,1979-07-19,True,True,FAST_SEAM,True
Champions Trophy,Pulasthi Gunaratne,Sri Lanka,Sri Lankan,1973-09-27,False,True,,True
Champions Trophy,Saman Jayantha,Sri Lanka,,,,,,False
Champions Trophy,Tillakaratne Dilshan,Sri Lanka,Sri Lankan,1976-10-14,True,True,OFF_SPIN,True
Champions Trophy,Farveez Maharoof,Sri Lanka,Sri Lankan,1984-09-07,True,True,FAST_SEAM,True
Champions Trophy,Upul Tharanga,Sri Lanka,Sri Lankan,1985-02-02,False,False,,True
Champions Trophy,Chamara Kapugedera,Sri Lanka,Sri Lankan,1987-02-24,False,True,,True
Champions Trophy,Lasith Malinga,Sri Lanka,Sri Lankan,1983-08-28,True,True,FAST_SEAM,True
Champions Trophy,Ruchira Perera,Sri Lanka,,,,,,False
Champions Trophy,Thilina Kandamby,Sri Lanka,Sri Lankan,1982-06-04,False,False,,True
Champions Trophy,Thilan Samaraweera,Sri Lanka,Sri Lankan,1976-09-22,True,True,OFF_SPIN,True
Champions Trophy,Angelo Mathews,Sri Lanka,Sri Lankan,1987-06-02,True,True,MEDIUM_SEAM,True
Champions Trophy,Nuwan Kulasekara,Sri Lanka,Sri Lankan,1982-07-22,True,True,FAST_SEAM,True
Champions Trophy,Ajantha Mendis,Sri Lanka,Sri Lankan,1985-03-11,True,True,OFF_SPIN,True
Champions Trophy,Dhammika Prasad,Sri Lanka,Sri Lankan,1983-05-30,False,True,,True
Champions Trophy,Thilan Thushara,Sri Lanka,,,,,,False
Champions Trophy,Dinesh Chandimal,Sri Lanka,Sri Lankan,1989-11-18,True,True,OFF_SPIN,True
Champions Trophy,Kusal Perera,Sri Lanka,Sri Lankan,1990-08-17,False,False,,True
Champions Trophy,Lahiru Thirimanne,Sri Lanka,Sri Lankan,1989-08-09,True,False,MEDIUM_SEAM,True
Champions Trophy,Jeevan Mendis,Sri Lanka,Sri Lankan,1983-01-15,True,False,LEG_SPIN,True
Champions Trophy,Thisara Perera,Sri Lanka,Sri Lankan,1989-04-03,True,False,MEDIUM_SEAM,True
Champions Trophy,Shaminda Eranga,Sri Lanka,Sri Lankan,1986-06-23,False,True,,True
Champions Trophy,Rangana Herath,Sri Lanka,Sri Lankan,1978-03-19,False,False,ORTHODOX,True
Champions Trophy,Sachithra Senanayake,Sri Lanka,Sri Lankan,1985-02-09,False,True,,True
Champions Trophy,Dilhara Lokuhettige,Sri Lanka,Sri Lankan,1980-07-03,False,True,,True
Champions Trophy,Niroshan Dickwella,Sri Lanka,Sri Lankan,1993-06-23,False,False,,True
Champions Trophy,Asela Gunaratne,Sri Lanka,Sri Lankan,1986-01-08,True,True,,True
Champions Trophy,Kusal Mendis,Sri Lanka,Sri Lankan,1995-02-02,True,True,LEG_SPIN,True
Champions Trophy,Dhananjaya de Silva,Sri Lanka,Sri Lankan,1991-09-06,True,True,OFF_SPIN,True
Champions Trophy,Danushka Gunathilaka,Sri Lanka,Sri Lankan,1991-03-17,True,False,OFF_SPIN,True
Champions Trophy,Seekkuge Prasanna,Sri Lanka,Sri Lankan,1985-06-27,False,True,,True
Champions Trophy,Nuwan Pradeep,Sri Lanka,Sri Lankan,1986-10-19,True,True,FAST_SEAM,True
Champions Trophy,Suranga Lakmal,Sri Lanka,Sri Lankan,1987-03-10,True,True,FAST_SEAM,True
Champions Trophy,Lakshan Sandakan,Sri Lanka,Sri Lankan,1991-06-10,False,True,UNORTHODOX,True
Champions Trophy,Rohan Alexander,U.S.A.,,,,,,False
Champions Trophy,Mark Johnson,U.S.A.,,,,,,False
Champions Trophy,Leon Romero,U.S.A.,,,,,,False
Champions Trophy,Steve Massiah,U.S.A.,,,,,,False
Champions Trophy,Richard Staple,U.S.A.,,,,,,False
Champions Trophy,Nasir Javed,U.S.A.,,,,,,False
Champions Trophy,Clayton Lambert,U.S.A.,,,,,,False
Champions Trophy,Donovam Blake,U.S.A.,,,,,,False
Champions Trophy,Jignesh Desai,U.S.A.,,,,,,False
Champions Trophy,Aijaz Ali,U.S.A.,,,,,,False
Champions Trophy,Rashid,U.S.A.,,,,,,False
Champions Trophy,Tony Reid,U.S.A.,,,,,,False
Champions Trophy,Howard Johnson,U.S.A.,,,,,,False
Champions Trophy,Philo Wallace,West Indies,,,,,,False
Champions Trophy,Stuart Williams,West Indies,Nevis,1969-08-12,False,True,,True
Champions Trophy,Shivnarine Chanderpaul,West Indies,West Indian,1974-08-16,True,False,LEG_SPIN,True
Champions Trophy,Brian Lara,West Indies,West Indian,1969-05-02,True,False,LEG_SPIN,True
Champions Trophy,Carl Hooper,West Indies,West Indian,1966-12-15,True,True,OFF_SPIN,True
Champions Trophy,Keith Arthurton,West Indies,Nevis,1965-02-21,False,True,,True
Champions Trophy,Phil Simmons,West Indies,Trinidadian,1963-04-18,False,True,,True
Champions Trophy,Ridley Jacobs,West Indies,Antiguan,1967-11-26,False,True,,True
Champions Trophy,Rawl Lewis,West Indies,,,,,,False
Champions Trophy,Nixon McLean,West Indies,West Indian,1973-07-20,False,True,,True
Champions Trophy,Mervyn Dillon,West Indies,West Indian,1974-06-05,True,True,FAST_SEAM,True
Champions Trophy,Reon King,West Indies,,,,,,False
Champions Trophy,Courtney Browne,West Indies,English,1970-12-07,False,True,,True
Champions Trophy,Sherwin Campbell,West Indies,Barbados,1970-11-01,False,True,,True
Champions Trophy,Wavell Hinds,West Indies,Jamaican,1976-09-07,False,True,,True
Champions Trophy,Marlon Samuels,West Indies,West Indian,1981-02-05,True,True,OFF_SPIN,True
Champions Trophy,Jimmy Adams,West Indies,Jamaican,1968-01-09,False,True,,True
Champions Trophy,Mahendra Nagamootoo,West Indies,,,,,,False
Champions Trophy,Kerry Jeremy,West Indies,,,,,,False
Champions Trophy,Azeemul Haniff,West Indies,,,,,,False
Champions Trophy,Sylvester Joseph,West Indies,,,,,,False
Champions Trophy,Colin Stuart,West Indies,,,,,,False
Champions Trophy,Laurie Williams,West Indies,,,,,,False
Champions Trophy,Chris Gayle,West Indies,West Indian,1979-09-21,True,False,OFF_SPIN,True
Champions Trophy,Ramnaresh Sarwan,West Indies,West Indian,1980-06-23,True,True,LEG_SPIN,True
Champions Trophy,Vasbert Drakes,West Indies,Barbados,1969-08-05,False,True,,True
Champions Trophy,Pedro Collins,West Indies,Barbados,1976-08-12,False,True,,True
Champions Trophy,Ricardo Powell,West Indies,Jamaican,1978-12-16,False,True,,True
Champions Trophy,Dwayne Bravo,West Indies,West Indian,1983-10-07,True,True,MEDIUM_SEAM,True
Champions Trophy,Ian Bradshaw,West Indies,Barbados,1974-07-09,False,True,,True
Champions Trophy,Daren Sammy,West Indies,West Indian,1983-12-20,False,True,,True
Champions Trophy,Ryan Hinds,West Indies,,,,,,False
Champions Trophy,Corey Collymore,West Indies,Barbados,1977-12-21,False,True,,True
Champions Trophy,Runako Morton,West Indies,,,,,,False
Champions Trophy,Dwayne Smith,West Indies,West Indian,1983-04-12,True,True,,True
Champions Trophy,Carlton Baugh,West Indies,,,,,,False
Champions Trophy,Jerome Taylor,West Indies,West Indian,1984-06-22,True,True,FAST_SEAM,True
Champions Trophy,Fidel Edwards,West Indies,,,,,,False
Champions Trophy,Floyd Reifer,West Indies,,,,,,False
Champions Trophy,Royston Crandon,West Indies,,,,,,False
Champions Trophy,Travis Dowlin,West Indies,,,,,,False
Champions Trophy,Andre Fletcher,West Indies,West Indian,1987-11-28,False,True,,True
Champions Trophy,Kieran Powell,West Indies,West Indian,1990-03-06,False,True,,True
Champions Trophy,Dale Richards,West Indies,,,,,,False
Champions Trophy,Devon Smith,West Indies,West Indian,1981-10-21,False,False,,True
Champions Trophy,Chadwick Walton,West Indies,West Indian,1985-07-03,False,True,,True
Champions Trophy,Tino Best,West Indies,West Indian,1981-08-26,False,True,,True
Champions Trophy,Nikita Miller,West Indies,West Indian,1982-05-16,False,True,,True
Champions Trophy,Kemar Roach,West Indies,West Indian,1988-06-30,True,True,FAST_SEAM,True
Champions Trophy,Gavin Tonge,West Indies,,,,,,False
Champions Trophy,David Bernard,West Indies,,,,,,False
Champions Trophy,Kevin McClean,West Indies,,,,,,False
Champions Trophy,Denesh Ramdin,West Indies,West Indian,1985-03-13,False,True,,True
Champions Trophy,Darren Bravo,West Indies,West Indian,1989-02-06,True,False,MEDIUM_SEAM,True
Champions Trophy,Johnson Charles,West Indies,West Indian,1989-01-14,False,True,,True
Champions Trophy,Jason Holder,West Indies,West Indian,1991-11-05,True,True,MEDIUM_SEAM,True
Champions Trophy,Sunil Narine,West Indies,West Indian,1988-05-26,True,False,OFF_SPIN,True
Champions Trophy,Kieron Pollard,West Indies,West Indian,1987-05-12,True,True,MEDIUM_SEAM,True
Champions Trophy,Ravi Rampaul,West Indies,West Indian,1984-10-15,True,True,FAST_SEAM,True
Champions Trophy,Alistair Campbell,Zimbabwe,Zimbabwean,1972-09-23,True,False,OFF_SPIN,True
Champions Trophy,Grant Flower,Zimbabwe,Zimbabwean,1970-12-20,False,True,ORTHODOX,True
Champions Trophy,Neil Johnson,Zimbabwe,Zimbabwean,1970-01-24,False,True,,True
Champions Trophy,Murray Goodwin,Zimbabwe,Zimbabwean,1972-12-11,False,True,,True
Champions Trophy,Andy Flower,Zimbabwe,Zimbabwean,1968-04-28,True,False,OFF_SPIN,True
Champions Trophy,Craig Evans,Zimbabwe,Zimbabwean,1969-11-29,False,True,,True
Champions Trophy,Craig Wishart,Zimbabwe,Zimbabwean,1974-01-09,False,True,,True
Champions Trophy,Heath Streak,Zimbabwe,Zimbabwean,1974-03-16,True,True,FAST_SEAM,True
Champions Trophy,Paul Strang,Zimbabwe,Zimbabwean,1970-07-28,False,True,,True
Champions Trophy,Andy Whittall,Zimbabwe,Zimbabwean,1973-03-28,False,True,,True
Champions Trophy,Henry Olonga,Zimbabwe,Zambian,1976-07-03,False,True,,True
Champions Trophy,Gavin Rennie,Zimbabwe,,,,,,False
Champions Trophy,Mark Vermeulen,Zimbabwe,Zimbabwean,1979-03-02,False,True,,True
Champions Trophy,Dirk Viljoen,Zimbabwe,Zimbabwean,1977-03-11,False,True,,True
Champions Trophy,Guy Whittall,Zimbabwe,Zimbabwean,1972-09-05,False,True,,True
Champions Trophy,Pommie Mbangwa,Zimbabwe,,,,,,False
Champions Trophy,Mluleki Nkala,Zimbabwe,,,,,,False
Champions Trophy,Dion Ebrahim,Zimbabwe,Zimbabwean,1980-08-07,False,True,,True
Champions Trophy,Stuart Carlisle,Zimbabwe,Zimbabwean,1972-05-10,False,True,,True
Champions Trophy,Dougie Marillier,Zimbabwe,Zimbabwean,1978-04-24,False,True,,True
Champions Trophy,Sean Ervine,Zimbabwe,Zimbabwean,1982-12-06,False,False,,True
Champions Trophy,Douglas Hondo,Zimbabwe,Zimbabwean,1979-07-07,False,True,,True
Champions Trophy,Ray Price,Zimbabwe,Zimbabwean,1976-06-12,False,True,,True
Champions Trophy,Stuart Matsikenyeri,Zimbabwe,Zimbabwean,1983-05-03,False,True,,True
Champions Trophy,Brendan Taylor,Zimbabwe,Zimbabwean,1986-02-06,True,True,OFF_SPIN,True
